study_ID,author_first,year,extracted,order,family,species,species_OTL,resistance,origin,setting,life_stage,sex,mass_g,lon,lat,trt_temp,exposed,strain,genotype,strain_name,dose_ZE_ml,Bd,time_post_days,bio_hier,trait,response,trait_unit,trait_value,notes,title,ref
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,1365.0273,21,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,4973.4328,28,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,38299.0993,35,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,4910.0982,42,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,54582.7583,49,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,367227.3444,56,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,168365.0339,63,Organism,Survival,,,Dead,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.45,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,5.0001,7,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.45,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,221.6711,14,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.45,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,613.3456,21,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.45,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,1626.6992,28,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.45,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,371.6741,35,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.45,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,7898.4913,42,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.45,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,24872.1641,49,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.45,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,276235.5246,56,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.45,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,193897.2112,63,Organism,Survival,,,Dead,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,2.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,0,7,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,2.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,128.3359,14,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,2.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,505.0101,21,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,2.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,535.0107,28,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,2.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,382985.9929,35,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,2.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,17635.3527,42,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,2.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,237626.4191,49,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,2.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,16158.6565,56,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,2.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,325386.5076,63,Organism,Survival,,,Dead,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.29,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,5.0001,7,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.29,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,103.3354,14,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.29,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,15.0003,21,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.29,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,3836.7434,28,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.29,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,7511.8169,35,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.29,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,5311.7729,42,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.29,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,24327.1532,49,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.29,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,66531.3306,56,Organism,Survival,,,Dead,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.95,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,0,7,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.95,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,783.349,14,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.95,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,75.0015,21,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.95,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,211.6709,28,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.95,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,93923.5451,35,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.95,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,9125.1825,42,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.95,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,164469.956,49,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.95,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,206610.7988,56,Organism,Survival,,,Dead,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,0,7,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,236.6714,14,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,368.3407,21,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,2341.7135,28,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,123169.13,35,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,504128.4157,42,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,69911.3982,49,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,310711.2141,56,Organism,Survival,,,Dead,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.4,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,30.0006,7,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.4,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,1398.3613,14,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.4,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,573.3448,21,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.4,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,3006.7268,28,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.4,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,22862.1239,35,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.4,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,861302.2257,42,Organism,Survival,,,Dead,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.24,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,0,7,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.24,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,56.6678,14,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.24,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,350.007,21,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.24,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,1461.6959,28,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.24,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,868590.7048,35,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.24,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,1546407.594,42,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.24,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,58961.1792,49,Organism,Survival,,,Dead,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.6,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,6.6668,7,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.6,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,298.3393,14,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.6,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,3186.7304,21,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.6,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,2350.047,28,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.6,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,38785.7757,35,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.6,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,11148.5563,42,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.6,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,50812.6829,49,Organism,Survival,,,Dead,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.46,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,0,7,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.46,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,158.3365,14,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.46,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,116.669,21,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.46,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,1361.6939,28,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.46,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,9221.8511,35,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.46,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,311101.2219,42,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.46,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,55092.7685,49,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.46,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,203054.061,56,Organism,Survival,,,Dead,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.61,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,53.3344,7,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.61,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,633.346,14,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.61,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,1435.0287,21,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.61,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,5853.4504,28,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.61,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,108.3355,35,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.61,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,44622.5591,42,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.61,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,990156.4694,49,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.61,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,32948.9923,56,Organism,Survival,,,Dead,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.26,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,15.0003,7,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.26,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,68.3347,14,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.26,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,2235.0447,21,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.26,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,810.0162,28,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.26,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,46337.5934,35,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.26,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,27857.2238,42,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.26,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,55704.4474,49,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.26,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,79509.9235,56,Organism,Survival,,,Dead,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.12,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,21.6671,7,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.12,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,660.0132,14,Organism,Survival,,,Alive,,,
7,Kosch,2019,Raw data,Anura,Myobatrachidae,Pseudophryne corroboree,Pseudophryne corroboree,Sensitive,Wild,Lab,Adult,,1.12,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,333333,353.3404,21,Organism,Survival,,,Alive,,,
